canyon,bout,plot,treatment,transect,cat,occ
barloy,0,1,control,1,ag,0
barloy,0,1,control,1,ag,0
barloy,0,1,control,1,ag,1
barloy,0,1,control,1,ag,1
barloy,0,1,control,1,ag,1
barloy,0,1,control,1,ag,1
barloy,0,1,control,1,ag,1
barloy,0,1,control,1,ag,1
barloy,0,1,control,1,ag,1
barloy,0,1,control,1,ag,0
barloy,0,1,control,1,ag,0
barloy,0,1,control,1,ag,0
barloy,0,1,control,1,ag,0
barloy,0,1,control,1,ag,0
barloy,0,1,control,1,ag,0
barloy,0,1,control,1,ag,0
barloy,0,1,control,1,ag,0
barloy,0,1,control,1,ag,1
barloy,0,1,control,1,ag,1
barloy,0,1,control,1,ag,1
barloy,0,1,control,1,ag,1
barloy,0,1,control,1,ag,1
barloy,0,1,control,1,ag,1
barloy,0,1,control,1,ag,1
barloy,0,1,control,1,ag,1
barloy,0,1,control,1,ag,1
barloy,0,1,control,1,ag,1
barloy,0,1,control,1,ag,1
barloy,0,1,control,1,ag,1
barloy,0,1,control,1,ag,1
barloy,0,1,control,1,ag,1
barloy,0,1,control,1,ag,1
barloy,0,1,control,1,ag,1
barloy,0,1,control,1,ag,1
barloy,0,1,control,1,ag,1
barloy,0,1,control,1,ag,1
barloy,0,1,control,1,ag,1
barloy,0,1,control,1,ag,1
barloy,0,1,control,1,ag,1
barloy,0,1,control,1,ag,1
barloy,0,1,control,2,ag,0
barloy,0,1,control,2,ag,0
barloy,0,1,control,2,ag,0
barloy,0,1,control,2,ag,0
barloy,0,1,control,2,ag,0
barloy,0,1,control,2,ag,0
barloy,0,1,control,2,ag,0
barloy,0,1,control,2,ag,0
barloy,0,1,control,2,ag,0
barloy,0,1,control,2,ag,0
barloy,0,1,control,2,ag,0
barloy,0,1,control,2,ag,0
barloy,0,1,control,2,ag,0
barloy,0,1,control,2,ag,0
barloy,0,1,control,2,ag,0
barloy,0,1,control,2,ag,0
barloy,0,1,control,2,ag,1
barloy,0,1,control,2,ag,1
barloy,0,1,control,2,ag,1
barloy,0,1,control,2,ag,1
barloy,0,1,control,2,ag,1
barloy,0,1,control,2,ag,0
barloy,0,1,control,2,ag,0
barloy,0,1,control,2,ag,0
barloy,0,1,control,2,ag,0
barloy,0,1,control,2,ag,0
barloy,0,1,control,2,ag,1
barloy,0,1,control,2,ag,0
barloy,0,1,control,2,ag,0
barloy,0,1,control,2,ag,0
barloy,0,1,control,2,ag,1
barloy,0,1,control,2,ag,1
barloy,0,1,control,2,ag,1
barloy,0,1,control,2,ag,1
barloy,0,1,control,2,ag,1
barloy,0,1,control,2,ag,1
barloy,0,1,control,2,ag,1
barloy,0,1,control,2,ag,1
barloy,0,1,control,2,ag,1
barloy,0,1,control,2,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,0
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,0
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,1,ag,1
barloy,0,1,browsed,2,ag,1
barloy,0,1,browsed,2,ag,1
barloy,0,1,browsed,2,ag,1
barloy,0,1,browsed,2,ag,1
barloy,0,1,browsed,2,ag,1
barloy,0,1,browsed,2,ag,1
barloy,0,1,browsed,2,ag,1
barloy,0,1,browsed,2,ag,1
barloy,0,1,browsed,2,ag,1
barloy,0,1,browsed,2,ag,1
barloy,0,1,browsed,2,ag,0
barloy,0,1,browsed,2,ag,1
barloy,0,1,browsed,2,ag,1
barloy,0,1,browsed,2,ag,1
barloy,0,1,browsed,2,ag,0
barloy,0,1,browsed,2,ag,0
barloy,0,1,browsed,2,ag,0
barloy,0,1,browsed,2,ag,0
barloy,0,1,browsed,2,ag,0
barloy,0,1,browsed,2,ag,0
barloy,0,1,browsed,2,ag,0
barloy,0,1,browsed,2,ag,0
barloy,0,1,browsed,2,ag,0
barloy,0,1,browsed,2,ag,1
barloy,0,1,browsed,2,ag,1
barloy,0,1,browsed,2,ag,1
barloy,0,1,browsed,2,ag,1
barloy,0,1,browsed,2,ag,1
barloy,0,1,browsed,2,ag,1
barloy,0,1,browsed,2,ag,1
barloy,0,1,browsed,2,ag,1
barloy,0,1,browsed,2,ag,1
barloy,0,1,browsed,2,ag,1
barloy,0,1,browsed,2,ag,1
barloy,0,1,browsed,2,ag,1
barloy,0,1,browsed,2,ag,1
barloy,0,1,browsed,2,ag,1
barloy,0,1,browsed,2,ag,1
barloy,0,1,browsed,2,ag,1
barloy,0,1,browsed,2,ag,1
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,1,ag,0
barloy,0,2,control,2,ag,0
barloy,0,2,control,2,ag,0
barloy,0,2,control,2,ag,0
barloy,0,2,control,2,ag,0
barloy,0,2,control,2,ag,1
barloy,0,2,control,2,ag,1
barloy,0,2,control,2,ag,1
barloy,0,2,control,2,ag,1
barloy,0,2,control,2,ag,0
barloy,0,2,control,2,ag,1
barloy,0,2,control,2,ag,0
barloy,0,2,control,2,ag,0
barloy,0,2,control,2,ag,0
barloy,0,2,control,2,ag,0
barloy,0,2,control,2,ag,0
barloy,0,2,control,2,ag,0
barloy,0,2,control,2,ag,0
barloy,0,2,control,2,ag,0
barloy,0,2,control,2,ag,0
barloy,0,2,control,2,ag,0
barloy,0,2,control,2,ag,0
barloy,0,2,control,2,ag,0
barloy,0,2,control,2,ag,0
barloy,0,2,control,2,ag,0
barloy,0,2,control,2,ag,0
barloy,0,2,control,2,ag,0
barloy,0,2,control,2,ag,1
barloy,0,2,control,2,ag,1
barloy,0,2,control,2,ag,1
barloy,0,2,control,2,ag,1
barloy,0,2,control,2,ag,1
barloy,0,2,control,2,ag,1
barloy,0,2,control,2,ag,0
barloy,0,2,control,2,ag,0
barloy,0,2,control,2,ag,0
barloy,0,2,control,2,ag,0
barloy,0,2,control,2,ag,1
barloy,0,2,control,2,ag,0
barloy,0,2,control,2,ag,0
barloy,0,2,control,2,ag,0
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,0
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,0
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,1,ag,1
barloy,0,2,browsed,2,ag,0
barloy,0,2,browsed,2,ag,0
barloy,0,2,browsed,2,ag,1
barloy,0,2,browsed,2,ag,1
barloy,0,2,browsed,2,ag,1
barloy,0,2,browsed,2,ag,1
barloy,0,2,browsed,2,ag,1
barloy,0,2,browsed,2,ag,1
barloy,0,2,browsed,2,ag,0
barloy,0,2,browsed,2,ag,1
barloy,0,2,browsed,2,ag,1
barloy,0,2,browsed,2,ag,1
barloy,0,2,browsed,2,ag,1
barloy,0,2,browsed,2,ag,1
barloy,0,2,browsed,2,ag,1
barloy,0,2,browsed,2,ag,1
barloy,0,2,browsed,2,ag,0
barloy,0,2,browsed,2,ag,0
barloy,0,2,browsed,2,ag,1
barloy,0,2,browsed,2,ag,0
barloy,0,2,browsed,2,ag,0
barloy,0,2,browsed,2,ag,0
barloy,0,2,browsed,2,ag,0
barloy,0,2,browsed,2,ag,0
barloy,0,2,browsed,2,ag,0
barloy,0,2,browsed,2,ag,0
barloy,0,2,browsed,2,ag,0
barloy,0,2,browsed,2,ag,0
barloy,0,2,browsed,2,ag,0
barloy,0,2,browsed,2,ag,0
barloy,0,2,browsed,2,ag,0
barloy,0,2,browsed,2,ag,0
barloy,0,2,browsed,2,ag,0
barloy,0,2,browsed,2,ag,0
barloy,0,2,browsed,2,ag,0
barloy,0,2,browsed,2,ag,0
barloy,0,2,browsed,2,ag,0
barloy,0,2,browsed,2,ag,0
barloy,0,2,browsed,2,ag,0
barloy,0,2,browsed,2,ag,0
barloy,0,3,control,1,ag,0
barloy,0,3,control,1,ag,0
barloy,0,3,control,1,ag,0
barloy,0,3,control,1,ag,0
barloy,0,3,control,1,ag,0
barloy,0,3,control,1,ag,0
barloy,0,3,control,1,ag,0
barloy,0,3,control,1,ag,0
barloy,0,3,control,1,ag,0
barloy,0,3,control,1,ag,0
barloy,0,3,control,1,ag,0
barloy,0,3,control,1,ag,0
barloy,0,3,control,1,ag,1
barloy,0,3,control,1,ag,1
barloy,0,3,control,1,ag,0
barloy,0,3,control,1,ag,0
barloy,0,3,control,1,ag,0
barloy,0,3,control,1,ag,0
barloy,0,3,control,1,ag,1
barloy,0,3,control,1,ag,1
barloy,0,3,control,1,ag,0
barloy,0,3,control,1,ag,0
barloy,0,3,control,1,ag,0
barloy,0,3,control,1,ag,0
barloy,0,3,control,1,ag,1
barloy,0,3,control,1,ag,1
barloy,0,3,control,1,ag,1
barloy,0,3,control,1,ag,0
barloy,0,3,control,1,ag,0
barloy,0,3,control,1,ag,1
barloy,0,3,control,1,ag,1
barloy,0,3,control,1,ag,1
barloy,0,3,control,1,ag,0
barloy,0,3,control,1,ag,0
barloy,0,3,control,1,ag,1
barloy,0,3,control,1,ag,1
barloy,0,3,control,1,ag,0
barloy,0,3,control,1,ag,0
barloy,0,3,control,1,ag,1
barloy,0,3,control,1,ag,1
barloy,0,3,control,2,ag,1
barloy,0,3,control,2,ag,0
barloy,0,3,control,2,ag,1
barloy,0,3,control,2,ag,1
barloy,0,3,control,2,ag,0
barloy,0,3,control,2,ag,0
barloy,0,3,control,2,ag,1
barloy,0,3,control,2,ag,1
barloy,0,3,control,2,ag,1
barloy,0,3,control,2,ag,1
barloy,0,3,control,2,ag,0
barloy,0,3,control,2,ag,0
barloy,0,3,control,2,ag,0
barloy,0,3,control,2,ag,0
barloy,0,3,control,2,ag,0
barloy,0,3,control,2,ag,0
barloy,0,3,control,2,ag,0
barloy,0,3,control,2,ag,0
barloy,0,3,control,2,ag,0
barloy,0,3,control,2,ag,0
barloy,0,3,control,2,ag,0
barloy,0,3,control,2,ag,0
barloy,0,3,control,2,ag,0
barloy,0,3,control,2,ag,0
barloy,0,3,control,2,ag,0
barloy,0,3,control,2,ag,0
barloy,0,3,control,2,ag,0
barloy,0,3,control,2,ag,0
barloy,0,3,control,2,ag,0
barloy,0,3,control,2,ag,0
barloy,0,3,control,2,ag,0
barloy,0,3,control,2,ag,0
barloy,0,3,control,2,ag,0
barloy,0,3,control,2,ag,0
barloy,0,3,control,2,ag,0
barloy,0,3,control,2,ag,0
barloy,0,3,control,2,ag,0
barloy,0,3,control,2,ag,0
barloy,0,3,control,2,ag,1
barloy,0,3,control,2,ag,0
barloy,0,3,browsed,1,ag,0
barloy,0,3,browsed,1,ag,1
barloy,0,3,browsed,1,ag,1
barloy,0,3,browsed,1,ag,1
barloy,0,3,browsed,1,ag,1
barloy,0,3,browsed,1,ag,0
barloy,0,3,browsed,1,ag,0
barloy,0,3,browsed,1,ag,0
barloy,0,3,browsed,1,ag,0
barloy,0,3,browsed,1,ag,0
barloy,0,3,browsed,1,ag,0
barloy,0,3,browsed,1,ag,0
barloy,0,3,browsed,1,ag,0
barloy,0,3,browsed,1,ag,1
barloy,0,3,browsed,1,ag,1
barloy,0,3,browsed,1,ag,1
barloy,0,3,browsed,1,ag,1
barloy,0,3,browsed,1,ag,0
barloy,0,3,browsed,1,ag,0
barloy,0,3,browsed,1,ag,0
barloy,0,3,browsed,1,ag,0
barloy,0,3,browsed,1,ag,0
barloy,0,3,browsed,1,ag,0
barloy,0,3,browsed,1,ag,0
barloy,0,3,browsed,1,ag,1
barloy,0,3,browsed,1,ag,1
barloy,0,3,browsed,1,ag,1
barloy,0,3,browsed,1,ag,1
barloy,0,3,browsed,1,ag,1
barloy,0,3,browsed,1,ag,1
barloy,0,3,browsed,1,ag,1
barloy,0,3,browsed,1,ag,1
barloy,0,3,browsed,1,ag,1
barloy,0,3,browsed,1,ag,1
barloy,0,3,browsed,1,ag,1
barloy,0,3,browsed,1,ag,1
barloy,0,3,browsed,1,ag,1
barloy,0,3,browsed,1,ag,1
barloy,0,3,browsed,1,ag,0
barloy,0,3,browsed,1,ag,1
barloy,0,3,browsed,2,ag,0
barloy,0,3,browsed,2,ag,0
barloy,0,3,browsed,2,ag,0
barloy,0,3,browsed,2,ag,1
barloy,0,3,browsed,2,ag,1
barloy,0,3,browsed,2,ag,0
barloy,0,3,browsed,2,ag,0
barloy,0,3,browsed,2,ag,0
barloy,0,3,browsed,2,ag,1
barloy,0,3,browsed,2,ag,1
barloy,0,3,browsed,2,ag,1
barloy,0,3,browsed,2,ag,1
barloy,0,3,browsed,2,ag,0
barloy,0,3,browsed,2,ag,0
barloy,0,3,browsed,2,ag,0
barloy,0,3,browsed,2,ag,0
barloy,0,3,browsed,2,ag,0
barloy,0,3,browsed,2,ag,0
barloy,0,3,browsed,2,ag,1
barloy,0,3,browsed,2,ag,1
barloy,0,3,browsed,2,ag,1
barloy,0,3,browsed,2,ag,1
barloy,0,3,browsed,2,ag,1
barloy,0,3,browsed,2,ag,1
barloy,0,3,browsed,2,ag,1
barloy,0,3,browsed,2,ag,1
barloy,0,3,browsed,2,ag,1
barloy,0,3,browsed,2,ag,1
barloy,0,3,browsed,2,ag,1
barloy,0,3,browsed,2,ag,1
barloy,0,3,browsed,2,ag,1
barloy,0,3,browsed,2,ag,1
barloy,0,3,browsed,2,ag,1
barloy,0,3,browsed,2,ag,1
barloy,0,3,browsed,2,ag,1
barloy,0,3,browsed,2,ag,1
barloy,0,3,browsed,2,ag,1
barloy,0,3,browsed,2,ag,1
barloy,0,3,browsed,2,ag,1
barloy,0,3,browsed,2,ag,1
barloy,0,4,control,1,ag,0
barloy,0,4,control,1,ag,0
barloy,0,4,control,1,ag,0
barloy,0,4,control,1,ag,0
barloy,0,4,control,1,ag,0
barloy,0,4,control,1,ag,1
barloy,0,4,control,1,ag,1
barloy,0,4,control,1,ag,1
barloy,0,4,control,1,ag,1
barloy,0,4,control,1,ag,0
barloy,0,4,control,1,ag,1
barloy,0,4,control,1,ag,1
barloy,0,4,control,1,ag,1
barloy,0,4,control,1,ag,1
barloy,0,4,control,1,ag,1
barloy,0,4,control,1,ag,0
barloy,0,4,control,1,ag,0
barloy,0,4,control,1,ag,0
barloy,0,4,control,1,ag,0
barloy,0,4,control,1,ag,0
barloy,0,4,control,1,ag,0
barloy,0,4,control,1,ag,0
barloy,0,4,control,1,ag,0
barloy,0,4,control,1,ag,0
barloy,0,4,control,1,ag,0
barloy,0,4,control,1,ag,0
barloy,0,4,control,1,ag,0
barloy,0,4,control,1,ag,0
barloy,0,4,control,1,ag,0
barloy,0,4,control,1,ag,1
barloy,0,4,control,1,ag,1
barloy,0,4,control,1,ag,0
barloy,0,4,control,1,ag,0
barloy,0,4,control,1,ag,0
barloy,0,4,control,1,ag,0
barloy,0,4,control,1,ag,0
barloy,0,4,control,1,ag,0
barloy,0,4,control,1,ag,0
barloy,0,4,control,1,ag,0
barloy,0,4,control,1,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,1
barloy,0,4,control,2,ag,1
barloy,0,4,control,2,ag,1
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,0
barloy,0,4,control,2,ag,1
barloy,0,4,control,2,ag,1
barloy,0,4,control,2,ag,1
barloy,0,4,control,2,ag,1
barloy,0,4,browsed,1,ag,0
barloy,0,4,browsed,1,ag,0
barloy,0,4,browsed,1,ag,0
barloy,0,4,browsed,1,ag,0
barloy,0,4,browsed,1,ag,0
barloy,0,4,browsed,1,ag,0
barloy,0,4,browsed,1,ag,0
barloy,0,4,browsed,1,ag,0
barloy,0,4,browsed,1,ag,1
barloy,0,4,browsed,1,ag,1
barloy,0,4,browsed,1,ag,0
barloy,0,4,browsed,1,ag,1
barloy,0,4,browsed,1,ag,0
barloy,0,4,browsed,1,ag,0
barloy,0,4,browsed,1,ag,0
barloy,0,4,browsed,1,ag,1
barloy,0,4,browsed,1,ag,1
barloy,0,4,browsed,1,ag,0
barloy,0,4,browsed,1,ag,0
barloy,0,4,browsed,1,ag,0
barloy,0,4,browsed,1,ag,0
barloy,0,4,browsed,1,ag,0
barloy,0,4,browsed,1,ag,1
barloy,0,4,browsed,1,ag,1
barloy,0,4,browsed,1,ag,1
barloy,0,4,browsed,1,ag,0
barloy,0,4,browsed,1,ag,1
barloy,0,4,browsed,1,ag,1
barloy,0,4,browsed,1,ag,1
barloy,0,4,browsed,1,ag,1
barloy,0,4,browsed,1,ag,1
barloy,0,4,browsed,1,ag,1
barloy,0,4,browsed,1,ag,0
barloy,0,4,browsed,1,ag,0
barloy,0,4,browsed,1,ag,0
barloy,0,4,browsed,1,ag,0
barloy,0,4,browsed,1,ag,0
barloy,0,4,browsed,1,ag,0
barloy,0,4,browsed,1,ag,1
barloy,0,4,browsed,1,ag,1
barloy,0,4,browsed,2,ag,0
barloy,0,4,browsed,2,ag,0
barloy,0,4,browsed,2,ag,0
barloy,0,4,browsed,2,ag,1
barloy,0,4,browsed,2,ag,1
barloy,0,4,browsed,2,ag,1
barloy,0,4,browsed,2,ag,1
barloy,0,4,browsed,2,ag,1
barloy,0,4,browsed,2,ag,1
barloy,0,4,browsed,2,ag,1
barloy,0,4,browsed,2,ag,1
barloy,0,4,browsed,2,ag,1
barloy,0,4,browsed,2,ag,0
barloy,0,4,browsed,2,ag,0
barloy,0,4,browsed,2,ag,0
barloy,0,4,browsed,2,ag,0
barloy,0,4,browsed,2,ag,0
barloy,0,4,browsed,2,ag,0
barloy,0,4,browsed,2,ag,0
barloy,0,4,browsed,2,ag,1
barloy,0,4,browsed,2,ag,0
barloy,0,4,browsed,2,ag,0
barloy,0,4,browsed,2,ag,1
barloy,0,4,browsed,2,ag,1
barloy,0,4,browsed,2,ag,1
barloy,0,4,browsed,2,ag,0
barloy,0,4,browsed,2,ag,0
barloy,0,4,browsed,2,ag,0
barloy,0,4,browsed,2,ag,0
barloy,0,4,browsed,2,ag,0
barloy,0,4,browsed,2,ag,0
barloy,0,4,browsed,2,ag,0
barloy,0,4,browsed,2,ag,0
barloy,0,4,browsed,2,ag,0
barloy,0,4,browsed,2,ag,0
barloy,0,4,browsed,2,ag,0
barloy,0,4,browsed,2,ag,0
barloy,0,4,browsed,2,ag,0
barloy,0,4,browsed,2,ag,1
barloy,0,4,browsed,2,ag,1
barloy,0,5,control,1,ag,1
barloy,0,5,control,1,ag,1
barloy,0,5,control,1,ag,1
barloy,0,5,control,1,ag,1
barloy,0,5,control,1,ag,1
barloy,0,5,control,1,ag,1
barloy,0,5,control,1,ag,1
barloy,0,5,control,1,ag,1
barloy,0,5,control,1,ag,1
barloy,0,5,control,1,ag,0
barloy,0,5,control,1,ag,1
barloy,0,5,control,1,ag,1
barloy,0,5,control,1,ag,1
barloy,0,5,control,1,ag,0
barloy,0,5,control,1,ag,0
barloy,0,5,control,1,ag,1
barloy,0,5,control,1,ag,0
barloy,0,5,control,1,ag,1
barloy,0,5,control,1,ag,1
barloy,0,5,control,1,ag,0
barloy,0,5,control,1,ag,0
barloy,0,5,control,1,ag,0
barloy,0,5,control,1,ag,0
barloy,0,5,control,1,ag,0
barloy,0,5,control,1,ag,0
barloy,0,5,control,1,ag,0
barloy,0,5,control,1,ag,0
barloy,0,5,control,1,ag,1
barloy,0,5,control,1,ag,1
barloy,0,5,control,1,ag,0
barloy,0,5,control,1,ag,0
barloy,0,5,control,1,ag,0
barloy,0,5,control,1,ag,0
barloy,0,5,control,1,ag,0
barloy,0,5,control,1,ag,0
barloy,0,5,control,1,ag,0
barloy,0,5,control,1,ag,0
barloy,0,5,control,1,ag,0
barloy,0,5,control,1,ag,0
barloy,0,5,control,1,ag,1
barloy,0,5,control,2,ag,0
barloy,0,5,control,2,ag,0
barloy,0,5,control,2,ag,0
barloy,0,5,control,2,ag,0
barloy,0,5,control,2,ag,0
barloy,0,5,control,2,ag,0
barloy,0,5,control,2,ag,0
barloy,0,5,control,2,ag,0
barloy,0,5,control,2,ag,0
barloy,0,5,control,2,ag,0
barloy,0,5,control,2,ag,0
barloy,0,5,control,2,ag,0
barloy,0,5,control,2,ag,0
barloy,0,5,control,2,ag,0
barloy,0,5,control,2,ag,0
barloy,0,5,control,2,ag,0
barloy,0,5,control,2,ag,1
barloy,0,5,control,2,ag,1
barloy,0,5,control,2,ag,0
barloy,0,5,control,2,ag,0
barloy,0,5,control,2,ag,0
barloy,0,5,control,2,ag,0
barloy,0,5,control,2,ag,1
barloy,0,5,control,2,ag,1
barloy,0,5,control,2,ag,1
barloy,0,5,control,2,ag,1
barloy,0,5,control,2,ag,1
barloy,0,5,control,2,ag,0
barloy,0,5,control,2,ag,0
barloy,0,5,control,2,ag,1
barloy,0,5,control,2,ag,1
barloy,0,5,control,2,ag,0
barloy,0,5,control,2,ag,0
barloy,0,5,control,2,ag,0
barloy,0,5,control,2,ag,0
barloy,0,5,control,2,ag,1
barloy,0,5,control,2,ag,1
barloy,0,5,control,2,ag,1
barloy,0,5,control,2,ag,1
barloy,0,5,control,2,ag,1
barloy,0,5,browsed,1,ag,0
barloy,0,5,browsed,1,ag,1
barloy,0,5,browsed,1,ag,1
barloy,0,5,browsed,1,ag,0
barloy,0,5,browsed,1,ag,0
barloy,0,5,browsed,1,ag,1
barloy,0,5,browsed,1,ag,0
barloy,0,5,browsed,1,ag,0
barloy,0,5,browsed,1,ag,0
barloy,0,5,browsed,1,ag,0
barloy,0,5,browsed,1,ag,0
barloy,0,5,browsed,1,ag,1
barloy,0,5,browsed,1,ag,1
barloy,0,5,browsed,1,ag,1
barloy,0,5,browsed,1,ag,1
barloy,0,5,browsed,1,ag,0
barloy,0,5,browsed,1,ag,1
barloy,0,5,browsed,1,ag,1
barloy,0,5,browsed,1,ag,0
barloy,0,5,browsed,1,ag,0
barloy,0,5,browsed,1,ag,0
barloy,0,5,browsed,1,ag,0
barloy,0,5,browsed,1,ag,0
barloy,0,5,browsed,1,ag,0
barloy,0,5,browsed,1,ag,1
barloy,0,5,browsed,1,ag,0
barloy,0,5,browsed,1,ag,0
barloy,0,5,browsed,1,ag,0
barloy,0,5,browsed,1,ag,0
barloy,0,5,browsed,1,ag,0
barloy,0,5,browsed,1,ag,0
barloy,0,5,browsed,1,ag,1
barloy,0,5,browsed,1,ag,0
barloy,0,5,browsed,1,ag,0
barloy,0,5,browsed,1,ag,0
barloy,0,5,browsed,1,ag,1
barloy,0,5,browsed,1,ag,1
barloy,0,5,browsed,1,ag,0
barloy,0,5,browsed,1,ag,0
barloy,0,5,browsed,1,ag,0
barloy,0,5,browsed,2,ag,1
barloy,0,5,browsed,2,ag,1
barloy,0,5,browsed,2,ag,1
barloy,0,5,browsed,2,ag,1
barloy,0,5,browsed,2,ag,1
barloy,0,5,browsed,2,ag,1
barloy,0,5,browsed,2,ag,0
barloy,0,5,browsed,2,ag,0
barloy,0,5,browsed,2,ag,1
barloy,0,5,browsed,2,ag,0
barloy,0,5,browsed,2,ag,0
barloy,0,5,browsed,2,ag,0
barloy,0,5,browsed,2,ag,0
barloy,0,5,browsed,2,ag,0
barloy,0,5,browsed,2,ag,0
barloy,0,5,browsed,2,ag,0
barloy,0,5,browsed,2,ag,1
